word_us,word_length,n_phon,nonword,n_phon_nw,
slouch,6,4,slooch,4,
slow,4,3,slau,3,
slug,4,4,sloog,4,
slum,4,4,spum,4,
slumber,7,7,slurger,7,
slump,5,5,slimp,5,
slur,4,4,slursh,5,
slut,4,4,slun,4,
sly,3,3,slish,4,
smack,5,4,smook,4,
small,5,4,smill,4,
smart,5,5,smace,4,
smash,5,4,smank,5,
smear,5,4,smead,4,
smell,5,4,smegs,5,
smelled,7,5,skelled,5,
smile,5,4,smike,4,
smirk,5,5,smirch,5,
smith,5,4,zich,3,
smoke,5,4,smofe,4,
smooth,6,4,smoose,4,
smother,7,6,smizzer,6,
smudge,6,4,smedge,4,
smug,4,4,skug,4,
smuggle,7,6,smupple,6,
smut,4,4,smum,4,
snack,5,4,snock,4,
snag,4,4,snig,4,
snail,5,4,snain,4,
snake,5,4,snate,4,
snap,4,4,snop,4,
snare,5,4,snave,4,
snarl,5,5,snabe,4,
snatch,6,4,snotch,4,
sneak,5,4,sweak,4,
sneaker,7,6,snealer,6,
sneer,5,4,sneeg,4,
sneeze,6,4,sneege,4,
snicker,7,6,snucker,6,
sniff,5,4,snoff,4,
sniffle,7,6,snittle,6,
snitch,6,4,snutch,4,
snob,4,4,snoy,3,
snoop,5,4,snool,4,
snooze,6,4,snooge,4,
snore,5,4,snove,4,
snorkel,7,7,sworfel,7,
snort,5,5,snirt,5,
snow,4,3,snong,4,
snuggle,7,6,snuttle,6,
soak,4,3,sove,3,
soap,4,3,soath,3,
soar,4,3,soam,3,
sob,3,3,zob,3,
sober,5,5,saben,5,
soccer,6,5,sopper,5,
sociability,11,10,sociabolamy,11,
sociable,8,7,socintle,8,
sociably,8,7,socintly,8,
social,6,5,sodial,6,
socialistic,11,10,sonialictis,11,
socialization,13,11,socialoramion,12,
socialize,9,7,socianase,7,
society,7,7,sopieny,7,
sociology,9,9,socialiny,9,
sock,4,3,sosh,3,
socket,6,5,sicket,5,
socks,5,4,soves,4,
sod,3,3,som,3,
soda,4,4,sudo,4,
sodium,6,6,soriom,6,
sofa,4,4,safo,4,
soft,4,4,joft,4,
softball,8,7,siftbull,7,
soften,6,5,sopter,6,
soggy,5,4,soffy,4,
soil,4,3,soin,3,
sol,3,3,zorl,4,
solar,5,5,suler,5,
sold,4,4,solsh,4,
soldier,7,6,suldien,7,
solely,6,5,salely,4,
solemn,6,5,salern,6,
solemnly,8,7,solimnry,8,
soles,5,4,sodes,4,
solid,5,5,sarid,5,
solidarity,10,10,solidorony,10,
solidify,8,8,somidiry,8,
solidity,8,8,somidipy,8,
solidly,7,7,soludry,7,
solitaire,9,7,solotaive,7,
solo,4,4,sula,4,
solubility,10,11,solubolamy,11,
soluble,7,8,solomle,7,
solution,8,7,solotoon,7,
solve,5,4,soits,4,
somebody,8,7,somebory,7,
someday,7,5,samedar,6,
somersault,10,9,somorfault,10,
something,9,6,samethint,7,
son,3,3,suv,3,
sonar,5,5,sanam,5,
song,4,3,zooth,3,
soon,4,3,sorth,4,
soot,4,3,suk,3,
soothe,6,3,soobed,4,
sophisticated,13,12,sophistocuten,12,
soprano,7,7,soprinu,7,
sorcery,7,7,sorpery,7,
sorority,8,8,soporiny,8,
sorrow,6,4,sommow,4,
sorry,5,4,sommy,4,
sort,4,4,zert,4,
sought,6,3,sounce,4,
sound,5,4,souch,3,
soup,4,3,soip,3,
sour,4,4,souf,3,
source,6,4,smooce,4,
south,5,3,saith,3,
southeast,9,6,seetheist,6,
southern,8,6,seetherd,6,
southward,9,7,seethwack,6,
southwest,9,7,seethwert,7,
souvenir,8,7,souvomir,7,
sovereign,9,7,sovereach,7,
soviet,6,6,soriem,6,
soy,3,2,sry,3,
spa,3,3,spo,3,
space,5,4,spage,4,
spaceship,9,7,spiceshap,7,
spacious,8,6,sladrous,7,
spade,5,4,spood,4,
spaghetti,9,7,spaghezzi,7,
span,4,4,spep,4,
Spaniard,8,8,Spinaord,8,
spaniel,7,7,spariet,7,
Spanish,7,6,slinist,7,
spank,5,5,spags,5,
spare,5,4,spowth,4,
sparing,7,6,shanint,6,
spark,5,5,sparth,5,
sparkle,7,7,spantle,7,
sparrow,7,5,spannow,5,
sparse,6,5,slarse,5,
spasm,5,6,spism,6,
spastic,7,7,spistid,7,
spat,4,4,spaf,4,
spatial,7,6,spotian,7,
spatter,7,6,spaffer,6,
spatula,7,7,spatuna,7,
spawn,5,4,spalt,5,
speak,5,4,speath,4,
spear,5,4,spoif,4,
special,7,6,spocian,6,
specialization,14,12,specialoramion,13,
specialty,9,8,specianry,9,
species,7,6,spamies,6,
specific,8,8,specinic,8,
specification,13,12,speciforalion,13,
specify,7,7,specory,7,
specimen,8,8,specuren,9,
speck,5,4,spelk,5,
spectacle,9,9,spectople,9,
spectacular,11,12,spectamuber,11,
spectator,9,9,spectopor,9,
spectrum,8,8,spictram,8,
speculate,9,9,specolale,8,
speculation,11,11,specuranion,12,
speculative,11,11,specurasive,11,
speech,6,4,spouch,4,
speed,5,4,spowd,4,
speedometer,11,10,speedorener,10,
speedway,8,6,speelray,6,
spell,5,4,spoll,4,
spend,5,5,spong,4,
spent,5,5,spint,5,
sperm,5,5,sporm,5,
spew,4,4,spow,3,
sphere,6,4,schere,4,
spherical,9,8,spheromal,8,
sphinx,6,6,sphign,4,
spice,5,4,spirk,4,
spider,6,6,spuden,6,
spike,5,4,slike,4,
spill,5,4,sposh,4,
spilled,7,5,spigged,5,
spilt,5,5,zilt,4,
spin,4,4,spanch,5,
spinach,7,6,spanape,6,
spinal,6,5,spumal,6,
spine,5,4,sline,4,
spinster,8,8,spunstem,8,
spiral,6,6,spomal,6,
spirit,6,6,spovid,6,
spiritual,9,9,spirotean,8,
spirituality,12,12,spirinuaripy,13,
spiritualize,12,12,spiritoatics,12,
spirituous,10,9,spiropious,9,
spit,4,4,spish,4,
spite,5,4,spodge,4,
splash,6,5,splank,6,
splatter,8,7,splitten,7,
spleen,6,5,spleek,5,
splendid,8,8,splindad,8,
splendor,8,8,splindon,8,
splice,6,5,spling,5,
splint,6,6,splant,6,
splinter,8,8,splenten,8,
split,5,5,spliep,6,
splurge,7,6,splorge,6,
spoil,5,4,spoin,4,
spoiled,7,5,sloiled,5,
spoke,5,4,spote,4,
spoken,6,6,spazen,6,
spokesman,9,8,spakesmen,8,
sponge,6,5,spenge,5,
sponsor,7,7,spentor,7,
spontaneous,11,10,spontoreous,10,
spontaneously,13,12,spondabeousty,12,
spook,5,4,spoob,4,
spool,5,4,spoog,4,
spoon,5,4,spoop,4,
sport,5,5,spoth,4,
sportsman,9,9,spartsmen,9,
spot,4,4,spath,4,
spout,5,4,spoot,4,
sprain,6,5,sprail,5,
sprang,6,5,sprank,6,
sprawl,6,5,spralk,6,
spray,5,4,shray,3,
spread,6,5,spreat,5,
spring,6,5,sproong,5,
springtime,10,8,sprungtame,8,
sprinkle,8,8,spruntle,8,
sprint,6,6,sprike,5,
sprite,6,5,sprute,5,
sprout,6,5,spreet,5,
sprung,6,5,sprunk,6,
spunk,5,5,spung,4,
spur,4,4,spug,4,
spurt,5,5,spurk,5,
spy,3,3,spu,3,
squad,5,5,squap,5,
squadron,8,8,squatran,8,
square,6,5,squave,5,
squash,6,5,squank,6,
squat,5,5,squit,5,
squawk,6,5,squaif,5,
squeak,6,5,spreak,5,
squeal,6,5,squif,5,
squeamish,9,7,squearise,8,
squeeze,7,5,squeech,5,
squid,5,5,shrid,4,
squint,6,6,squing,5,
squirm,6,6,squisk,6,
squirrel,8,7,squippel,7,
squirt,6,6,squift,6,
stab,4,4,stoth,4,
stability,9,9,stafilicy,9,
stabilize,9,8,stabolase,8,
stabilizer,10,10,stabunizel,10,
stable,6,6,stuple,6,
stack,5,4,stads,5,
stadium,7,7,starion,7,
staff,5,4,stath,4,
stag,4,4,stig,4,
stage,5,4,starm,5,
stagger,7,6,statter,6,
staging,7,6,shigint,6,
stagnant,8,8,stignint,8,
stagnate,8,7,stignape,7,
stagnation,10,9,stagnotoon,9,
stain,5,4,stoin,4,
stair,5,4,stooch,4,
stake,5,4,stabe,4,
stale,5,4,stoil,4,
stalk,5,4,starl,5,
stalked,7,5,stooked,5,
stall,5,4,stast,5,
stallion,8,7,stappion,7,
stamina,7,7,stamora,7,
stamp,5,5,stalt,5,
stand,5,5,stape,4,
standard,8,8,stintard,8,
standardization,15,14,standardozimion,14,
standardize,11,10,standarnase,10,
standby,7,7,stundby,7,
stank,5,5,stoonk,5,
stanza,6,6,starka,6,
staple,6,6,stoble,6,
star,4,4,stoosh,4,
starch,6,5,starls,6,
starfish,8,7,sturfash,7,
starling,8,7,sturlink,8,
start,5,5,stoong,4,
startle,7,6,stangle,7,
starvation,10,9,starvotoon,9,
starve,6,5,storve,5,
state,5,4,stope,4,
stateroom,9,7,starereem,6,
statesman,9,8,staresmen,8,
static,6,6,shatib,5,
station,7,6,stutive,7,
stationary,10,9,statialury,10,
statistics,10,10,statintims,10,
statue,6,5,stitoe,5,
statuette,9,8,statoitte,7,
stature,7,6,stitore,6,
status,6,6,shanus,5,
statute,7,6,shalute,6,
statutory,9,9,staturomy,10,
stay,4,3,styng,4,
steady,6,5,steary,6,
steal,5,4,stike,4,
steam,5,4,stoom,4,
steelyard,9,8,steeryark,8,
steep,5,4,stiem,5,
steeple,7,6,sweeble,6,
steer,5,4,steeg,4,
stem,4,4,stoim,4,
stench,6,5,stedge,4,
stencil,7,7,stoncit,7,
step,4,4,stoip,4,
stepbrother,11,10,stepbronder,11,
stepsister,10,10,stepsusper,10,
stereo,6,6,steria,6,
stereotype,10,9,steriatape,9,
sterile,7,6,swerale,6,
sterility,9,9,stebilicy,9,
sterilization,13,12,sterilozimion,13,
sterilize,9,8,sterolase,8,
sterilizer,10,10,sterinizel,10,
sterling,8,7,stimlink,8,
stern,5,5,storn,5,
stethoscope,11,9,stethascape,9,
stew,4,4,stel,4,
stick,5,4,stish,4,
stickler,8,8,stucklen,7,
sticky,6,5,swicky,5,
stiff,5,4,stite,4,
stillborn,9,8,swillbarn,8,
stimulant,9,10,stimorant,9,
stimulation,11,11,stimucative,11,
stimulus,8,9,stimodus,8,
sting,5,4,stong,4,
stingy,6,6,shinpy,5,
stink,5,5,stonk,5,
stipulation,11,11,stipucative,11,
stir,4,4,stib,4,
stirrup,7,6,swirrap,6,
stitch,6,4,stetch,4,
stock,5,4,stons,5,
stockbroker,11,10,stockblozer,10,
stockholder,11,10,stockbolden,10,
stocking,8,6,stushint,7,
stocky,6,5,swocky,5,
stockyard,9,8,swockmard,8,
stole,5,4,stote,4,
stolen,6,6,spoden,6,
stomach,7,6,stopank,7,
stone,5,4,stose,4,
stood,5,4,stoot,4,
stooge,6,4,stooze,4,
stool,5,4,stoob,4,
stoop,5,4,stoof,4,
stop,4,4,stiep,5,
stopwatch,9,7,stepwitch,7,
storage,7,6,sturard,7,
store,5,4,stogs,5,
storeroom,9,7,sworeroam,6,
storied,7,6,slovied,6,
stork,5,5,stoft,5,
storm,5,5,stosk,5,
story,5,5,swoby,5,
stout,5,4,steet,4,
stove,5,4,stosh,4,
straddle,8,6,stramfle,8,
straight,8,5,strafe,5,
straighten,10,6,scrautchen,7,
straightforward,15,12,straightfonwarp,12,
straightway,11,7,scrautchmay,7,
strain,6,5,strail,5,
strainer,8,7,stroiner,7,
strand,6,6,strind,6,
strange,7,6,strawls,6,
stranger,8,8,strunger,8,
strangle,8,8,strinble,8,
strangulate,11,11,strangolape,10,
strangulation,13,13,strantulonion,13,
strap,5,5,strup,5,
strategic,9,9,stratogin,9,
strategist,10,10,stratogust,10,
strategy,8,8,stratory,8,
stratosphere,12,10,stratisphare,10,
straw,5,4,strag,5,
strawberry,10,8,strawbezzy,8,
stray,5,4,stras,5,
streak,6,5,streal,5,
stream,6,5,strome,5,
street,6,5,streef,5,
strength,8,7,streorge,6,
strengthen,10,9,straunchen,8,
stress,6,5,struss,5,
stretch,7,5,strotch,5,
stricken,8,7,strucken,7,
strict,6,6,struct,6,
stride,6,5,straish,5,
striding,8,7,struding,7,
strike,6,5,struke,5,
string,6,5,strunk,6,
strip,5,5,streeth,5,
stripe,6,5,strich,5,
strive,6,5,strave,5,
striving,8,7,struving,7,
stroke,6,5,strose,5,
stroll,6,5,strock,5,
strong,6,5,stroms,6,
stronger,8,7,stringen,8,
stronghold,10,9,strangheld,9,
strongly,8,7,stranglo,8,
struck,6,5,strack,5,
structure,9,8,strictude,9,
struggle,8,7,strustle,8,
strung,6,5,stroonk,6,
stubble,7,6,studdle,6,
stubborn,8,7,studdorn,6,
stuck,5,4,sture,5,
stud,4,4,stush,4,
student,7,7,stidesh,6,
studied,7,6,stevied,6,
studio,6,7,sturia,6,
studious,8,8,sturioes,7,
study,5,5,stidy,5,
stuff,5,4,stugs,5,
stuffy,6,5,stoffy,5,
stumble,7,7,shurmle,6,
stump,5,5,stimp,5,
stun,4,4,ston,4,
stung,5,4,stune,5,
stunk,5,5,stute,5,
stunt,5,5,stoont,5,
stupendous,10,10,stupinmous,9,
stupid,6,7,stogid,6,
stupidity,9,10,sturidicy,9,
stupidly,8,9,stupinry,8,
sturdy,6,6,starty,6,
stutter,7,6,stugger,6,
sty,3,3,smy,3,
style,5,4,styfe,4,
stylish,7,6,stilist,7,
stylist,7,7,stilirt,7,
suave,5,4,surze,4,
sub,3,3,sug,3,
subcommittee,12,9,subconcitree,11,
subconscious,12,9,subcomstrous,11,
subdivide,9,8,subduvade,8,
subject,7,7,sabjict,7,
subjective,10,9,subjictave,9,
sublime,7,6,siblame,6,
submarine,9,8,submopine,8,
submerge,8,7,sudmarge,7,
submerse,8,7,sudmelse,7,
submit,6,6,sulnit,6,
subnormal,9,9,subnardal,9,
subordinate,11,10,subolducate,11,
subscribe,9,8,sibscrabe,8,
subsequent,10,10,subsoquint,10,
subsequently,12,12,subsuprentry,12,
subside,7,6,sulsade,6,
subsidize,9,8,subsodase,8,
subsidy,7,7,subsony,7,
substance,9,8,sobstarce,8,
substandard,11,11,substintard,11,
substantial,11,10,substinrial,11,
substantiate,12,11,subclanriase,11,
substitute,10,10,substotate,9,
substitution,12,12,subpritative,11,
substructure,12,11,substrictude,12,
subterranean,12,11,subtorrinuan,12,
subtitle,8,7,subtorle,8,
subtle,6,4,sabmle,6,
subtly,6,5,sibfly,6,
subtract,8,8,sabtruct,8,
subtropical,11,11,subtripinal,11,
suburb,6,6,sibarb,6,
suburban,8,8,subulbin,8,
subway,6,5,sabmay,5,
succeed,7,6,sunneed,6,
succeeding,10,8,succooding,8,
success,7,6,suttess,5,
successive,10,8,succissave,8,
succulent,9,9,succirent,9,
suck,4,3,zick,3,
suckle,6,5,sorkle,6,
suckling,8,7,sickping,6,
sucrose,7,6,socruse,6,
suction,7,6,surtive,6,
sudden,6,4,suppen,5,
sue,3,2,soif,3,
suede,5,4,sulge,4,
suffer,6,5,sulper,6,
suffice,7,5,suppice,5,
sufficiency,11,9,suffulianty,10,
suffix,6,6,summix,6,
suffocate,9,7,suffucase,7,
suffocation,11,9,suffetative,9,
suffrage,8,6,suddrage,6,
sugar,5,5,sular,5,
sugarcane,9,8,sugancase,8,
suggest,7,7,suppest,6,
suggestion,10,9,suggistoon,8,
suicidal,8,7,suimidar,8,
suicide,7,6,suocade,6,
suit,4,3,soig,3,
suitability,11,10,suitabolany,10,
suitable,8,7,suitabro,7,
suitableness,12,10,suitagleress,10,
suitcase,8,6,suidcare,7,
suite,5,4,soite,3,
suiting,7,5,soitive,5,
sulfur,6,6,silphor,6,
sulfuric,8,9,sulphorin,8,
sullen,6,5,surren,5,
sultan,6,5,salfan,6,
summarily,9,8,sumparicy,9,
summarize,9,7,summorase,7,
summary,7,6,summony,6,
summer,6,5,sugger,5,
summit,6,5,suggit,5,
summon,6,5,suggon,5,
summons,7,6,sammots,6,
sundae,6,5,sindam,6,
sung,4,3,sunt,4,
sunk,4,4,sugs,4,
sunken,6,6,sinben,6,
sunlight,8,6,sinright,6,
sunrise,7,6,sinrose,6,
sunset,6,6,sinsut,6,
sunshine,8,6,sinscone,7,
superabundant,13,13,superobinrant,14,
superb,6,6,soperk,6,
superficial,11,10,supecbinial,11,
superior,8,8,supomier,7,
supernatural,12,12,supernemutal,12,
superstructure,14,13,superstractend,13,
supervise,9,8,suporvase,8,
supervision,11,10,sucerbisive,10,
supervisor,10,10,suternibor,10,
supervisory,11,11,supervosiry,10,
supper,6,5,suzzer,5,
supplement,10,9,supplorent,9,
supplemental,12,10,supplomerdal,11,
supply,6,5,suffly,5,
support,7,6,sippark,6,
suppose,7,5,suffose,5,
supposed,8,6,sippides,6,
suppository,11,10,supposotany,10,
suppress,8,6,sippriss,6,
supremacy,9,9,supracaty,9,
supreme,7,6,soprime,6,
sure,4,3,soont,4,
surface,7,6,sorfade,6,
surfboard,9,8,surtbeard,8,
surgeon,7,6,sarteon,6,
surgery,7,7,surguly,8,
surgical,8,8,surgoral,8,
surname,7,6,sarnate,6,
surpass,7,6,sarpiss,6,
surplus,7,7,sunplis,7,
surprise,8,7,sunprite,7,
surrender,9,8,surrinmer,8,
surrogate,9,7,surrugale,7,
surround,8,6,suppound,6,
survey,6,5,sarvoy,5,
surveying,9,7,survoying,7,
survive,7,6,sarvave,6,
susceptible,11,10,susmetrinle,11,
suspect,7,7,surpict,7,
suspend,7,7,surlend,7,
suspense,8,7,surpelse,7,
suspicion,9,8,susporion,9,
sustain,7,6,sistope,6,
swab,4,4,swib,4,
swallow,7,5,swaffow,5,
swam,4,4,swal,4,
swamp,5,5,swimp,5,
swan,4,4,swin,4,
swap,4,4,swof,4,
swarm,5,5,swarth,5,
swastika,8,8,swastoki,8,
swat,4,4,snat,4,
sway,4,3,scay,3,
swear,5,4,sweer,4,
sweat,5,4,swoot,4,
sweater,7,6,sweaker,6,
swede,5,4,swemp,5,
Swedish,7,6,slegish,6,
sweep,5,4,swees,4,
sweepstakes,11,9,sweetspakes,9,
sweetbread,10,8,sweepbroad,8,
sweeten,7,5,sweepen,6,
sweetheart,10,8,sweephearl,8,
swell,5,4,swash,4,
swept,5,5,swelf,5,
swerve,6,5,swelve,5,
swift,5,5,swirk,5,
swim,4,4,snim,4,
swimsuit,8,7,swumsait,7,
swindle,7,6,swangle,7,
swine,5,4,swink,5,
swing,5,4,swiet,5,
swipe,5,4,swice,4,
swirl,5,5,swirm,5,
swish,5,4,swive,4,
Swiss,5,4,swile,4,
switch,6,4,swikes,5,
swivel,6,6,swoven,6,
swollen,7,6,sninlet,7,
swoop,5,4,swood,4,
sword,5,4,swork,5,
swordsman,9,8,swurdsten,9,
swore,5,4,swone,4,
sworn,5,5,swold,5,
swung,5,4,swong,4,
syllable,8,7,syllomle,7,
syllabus,8,7,syllobis,7,
symbolic,8,8,symbilin,8,
symbolism,9,10,symbilive,8,
symbolization,13,12,symboloramion,13,
symbolize,9,8,symbilase,8,
symmetrical,11,10,symcetniral,11,
symmetry,8,7,symmopry,7,
sympathetic,11,10,symcatherid,10,
sympathize,10,8,sympothaze,8,
sympathy,8,7,symlaphy,7,
symphony,8,7,symphury,7,
symptom,7,7,sampten,7,
synchronize,11,9,synchrulize,9,
syndicate,9,8,syncidate,8,
syndication,11,10,synpitative,10,
syndrome,8,7,sandrame,7,
synonym,7,7,synurym,7,
synonymous,10,9,syninymion,10,
synthesis,9,8,synthasus,8,
synthetic,9,8,synthotin,8,
syringe,7,6,sarunge,6,
syrup,5,5,sarub,5,
system,6,6,syntey,5,
systematic,10,10,systeretid,10,
systemize,9,8,systamase,8,
tab,3,3,tob,3,
table,5,5,tomle,5,
tablecloth,10,9,tabloclath,9,
tablespoon,10,9,tablospeen,9,
tablespoonful,13,12,taplespeendul,12,
tablet,6,6,tiblen,6,
tableware,9,8,tablowade,8,
taboo,5,4,tobee,4,
tabulation,10,10,tabucative,10,
tack,4,3,tash,3,
tackle,6,5,tockle,5,
tacky,5,4,tucky,4,
tact,4,4,tafe,3,
tactic,6,6,tuctib,6,
tadpole,7,6,tidpile,6,
taffy,5,4,tazzy,4,
tag,3,3,tog,3,
tail,4,3,tark,4,
tailless,8,6,tainness,6,
tailor,6,5,toilon,5,
taint,5,4,taits,4,
take,4,3,tade,3,
taken,5,4,tokif,5,
talent,6,6,tolert,6,
talk,4,3,tarm,4,
talkative,9,7,talkomive,7,
tall,4,3,tain,3,
tambourine,10,8,tambearane,8,
tame,4,3,jame,3,
tan,3,3,tam,3,
tang,4,3,tave,3,
tangent,7,7,tongint,7,
tangerine,9,8,tangorane,8,
tangible,8,8,tangorle,8,
tangle,6,6,tongly,5,
tango,5,5,tongu,5,
tank,4,4,toink,4,
tanker,6,6,tonker,6,
tanner,6,5,taffer,5,
tantalize,9,7,tantolaze,8,
tantrum,7,7,tuntoom,6,
tap,3,3,tach,3,
tape,4,3,tage,3,
tapeworm,8,7,tanewort,7,
tapioca,7,7,tapiola,7,
taps,4,4,tadge,3,
tar,3,3,ter,3,
tardy,5,5,turpy,5,
target,6,6,tancet,6,
tariff,6,5,turaff,5,
tarnish,7,6,tanmish,6,
tart,4,4,tarze,4,
task,4,4,tisk,4,
tassel,6,5,tarrel,5,
taste,5,4,taids,4,
tasty,5,5,tusty,5,
tattle,6,4,tapple,5,
tattoo,6,4,tappoo,4,
taught,6,3,taunch,4,
taunt,5,4,toont,4,
tavern,6,6,toverd,6,
tax,3,4,toox,4,
taxation,8,8,taxorion,9,
taxi,4,5,toxa,4,
taxicab,7,8,taxocub,8,
taxpayer,8,8,taxmayen,8,
teach,5,3,toash,3,
teacher,7,5,toachen,5,
team,4,3,tierf,4,
teammate,8,6,toommard,7,
tear,4,3,tead,3,
tease,5,3,tures,5,
teaspoon,8,6,terspeen,7,
teat,4,3,tiat,4,
technical,9,8,technoral,8,
technicality,12,11,technicolary,11,
technician,10,8,technorian,9,
technique,9,6,tertnoque,7,
technological,13,12,technolagoral,12,
technology,10,9,technilocy,9,
tedious,7,6,tecioos,6,
teen,4,3,tien,4,
teens,5,4,tiens,5,
teeny,5,4,toomy,4,
teeth,5,3,toath,3,
telecast,8,8,telocist,8,
telecommunication,17,16,telecompuribation,17,
telegram,8,8,telogrim,8,
telegrapher,11,10,telermaphic,9,
telegraphic,11,10,teletrastid,11,
telepathy,9,8,telerachy,8,
telephone,9,7,telophane,7,
telephonic,10,9,telepronac,10,
telephoto,9,8,telephiro,8,
telescope,9,8,teloscape,8,
telescopic,10,10,telestepir,10,
televise,8,7,telovase,7,
television,10,9,telebitive,9,
tell,4,3,tesh,3,
temper,6,6,tomfer,6,
temperament,11,11,temporozint,11,
temperamental,13,12,temperamindal,13,
temperate,9,8,temporase,8,
temperature,11,10,temporotude,11,
tempest,7,7,tumbest,7,
temple,6,6,tomble,6,
temporal,8,8,tempatal,8,
temporarily,11,11,temporatomy,11,
temporary,9,9,temtonary,9,
tempt,5,5,telsh,4,
temptation,10,9,temptotoon,9,
ten,3,3,tinth,4,
tenant,6,6,tonash,5,
tend,4,4,tert,4,
tendency,8,8,tendinry,8,
tender,6,6,tanzer,6,
tenderfoot,10,9,tendormoot,9,
tenderhearted,13,12,tenberhounter,11,
tenderize,9,8,tendorase,8,
tenderloin,10,9,tendorlain,9,
tendon,6,6,tondin,6,
tennis,6,5,teppis,5,
tenor,5,5,tifor,5,
tense,5,4,telms,5,
tension,7,6,tunsive,6,
tent,4,4,tunt,4,
tentacle,8,8,tentomle,8,
tentative,9,8,tentotave,8,
tequila,7,6,teguilo,6,
term,4,4,telk,4,
terminal,8,7,terrifal,7,
terminate,9,8,terfirate,8,
termination,11,10,tercimative,10,
terminology,11,11,terminalory,11,
termite,7,6,tarmate,6,
terrace,7,5,teppace,5,
terrain,7,5,teppain,5,
terrible,8,7,terromle,7,
terrier,7,6,terroen,6,
terrific,8,7,terrofin,7,
terrify,7,6,terromy,6,
territorial,11,10,tersitudian,11,
territory,9,8,termicoly,9,
terror,6,5,teffor,5,
test,4,4,terg,4,
testament,9,9,testomint,9,
tester,6,6,tister,6,
testes,6,6,tictis,6,
testicle,8,8,testople,8,
testify,7,7,testory,7,
testimonial,11,11,testomitian,11,
testimony,9,9,testedocy,9,
testy,5,5,tisty,5,
text,4,5,tewt,4,
textbook,8,8,tertbeek,7,
textile,7,7,tertale,6,
texture,7,7,tedtore,6,
thank,5,4,thash,3,
thanksgiving,12,10,thanksgoring,10,
thaw,4,2,thadge,3,
theater,7,6,theopre,5,
theatrical,10,9,theaclinal,9,
theft,5,4,theld,4,
theme,5,3,thert,4,
themselves,10,8,thimserves,8,
theology,8,7,theoropy,7,
theoretical,11,10,theorecimal,10,
theorize,8,6,thearaze,6,
theory,6,4,theamy,5,
therapeutic,11,10,therapaetis,9,
therapy,7,6,theromy,6,
therefore,9,6,thurefare,6,
thermal,7,6,thormil,6,
thermometer,11,10,thermineber,10,
thermostat,10,9,thermestit,9,
thermostatic,12,11,thermicratid,11,
these,5,3,thuse,3,
thesis,6,5,thasus,5,
thick,5,3,thodge,3,
thicken,7,5,thocken,5,
thicket,7,5,thocket,5,
thief,5,3,thouf,3,
thieve,6,3,thiest,5,
thievery,8,6,thieveny,6,
thieves,7,4,thooves,4,
thigh,5,2,thisk,4,
thimble,7,6,thittle,5,
thin,4,3,thun,3,
thing,5,3,thive,3,
think,5,4,thoonk,4,
thinner,7,5,thimmer,5,
third,5,4,thirk,4,
thirst,6,5,thorst,5,
thirteen,8,6,thartoon,6,
thirty,6,5,thorty,5,
thistle,7,5,thasple,6,
thong,5,3,thielve,5,
thorn,5,4,thurg,4,
thorough,8,4,thurogue,5,
thoroughbred,12,8,thorouldbrid,10,
those,5,3,thoke,3,
thought,7,3,thounce,4,
thousand,8,6,thursank,7,
thrash,6,4,thrank,5,
thread,6,4,throod,4,
threat,6,4,threash,4,
three,5,3,threa,4,
threshold,9,8,thrushald,7,
threw,5,3,thraw,3,
thrift,6,5,thraft,5,
thrill,6,4,thrigs,5,
thrive,6,4,thrave,4,
thriving,8,6,thruding,6,
throat,6,4,troosh,4,
throb,5,4,thrub,4,
throne,6,4,threen,4,
throughout,10,5,throuseout,6,
throw,5,3,throg,4,
thrust,6,5,throost,5,
thud,4,3,thed,3,
thumb,5,3,thowl,3,
thump,5,4,thamp,4,
thunder,7,6,thinper,6,
thundershower,13,10,thundorcrepar,12,
Thursday,8,6,Thorsmay,6,
thyroid,7,5,thamoid,5,
thyself,7,6,thoseft,6,
ticket,6,5,tocket,5,
ticking,7,5,tirking,6,
tickle,6,5,tuckly,5,
tidal,5,4,todal,5,
tidbit,6,6,tilsit,6,
tide,4,3,timp,4,
tidy,4,4,topy,4,
tie,3,2,teo,3,
tiger,5,5,toker,5,
tight,5,3,tilks,5,
tights,6,4,tidged,4,
tile,4,3,tife,3,
tilt,4,4,tauk,3,
timber,6,6,tamfer,6,
time,4,3,toadge,3,
times,5,4,tudes,5,
timetable,9,8,timetomle,8,
timid,5,5,tamod,5,
timidity,8,8,timisipy,8,
timidly,7,7,timodry,7,
tin,3,3,tid,3,
tinfoil,7,6,tanfoid,6,
tingle,6,6,tamkle,6,
tinkle,6,6,tonble,6,
tinsel,6,6,tandle,6,
tint,4,4,tinst,5,
tiny,4,4,tomy,4,
tip,3,3,gip,3,
tipsy,5,5,topry,5,
tiptoe,6,5,toptie,5,
tire,4,4,tist,4,
tired,5,5,tured,5,
tireless,8,7,torkness,7,
tissue,6,4,tippue,5,
tit,3,3,tish,3,
titan,5,4,totin,5,
titanic,7,7,titonid,7,
title,5,4,torle,5,
titled,6,5,tomled,6,
toad,4,3,tood,3,
toast,5,4,toost,4,
toaster,7,6,toisten,6,
toastmaster,11,10,toastmisfer,10,
tobacco,7,6,toballo,6,
today,5,4,tumay,4,
toe,3,2,toust,4,
toenail,7,5,tormail,6,
toga,4,4,tago,4,
together,8,7,toguther,7,
toil,4,3,toin,3,
