word_us,word_length,n_phon,nonword,n_phon_nw,
toilet,6,5,torfet,6,
toiletry,8,7,toilotmy,7,
token,5,5,tuker,5,
told,4,4,toldge,4,
tolerable,9,9,tolarofly,9,
tolerance,9,8,tolorarce,8,
tolerate,8,7,tolorase,7,
toleration,10,9,tolaramive,9,
toll,4,3,toidge,3,
tomahawk,8,7,tomohark,8,
tomato,6,6,tometa,6,
tomb,4,3,tobe,3,
tomboy,6,5,timbay,5,
tombstone,9,7,timbstane,8,
tomcat,6,6,timwat,6,
tomorrow,8,6,tomobbow,6,
ton,3,3,toosh,3,
tone,4,3,tove,3,
tong,4,3,tond,4,
tongs,5,4,zongs,4,
tongue,6,3,tooves,4,
tonic,5,5,tanid,5,
tonight,7,5,tanives,6,
tonsil,6,6,tansid,6,
took,4,3,toodge,3,
tool,4,3,trof,4,
toot,4,3,toop,3,
tooth,5,3,tooch,3,
toothache,9,5,toatharce,6,
toothless,9,6,toachness,6,
top,3,3,tiep,4,
topcoat,7,6,tomcout,6,
topic,5,5,tupin,5,
topping,7,5,tobbing,5,
topple,6,5,tozzle,5,
tops,4,4,tonk,4,
torch,5,4,torth,4,
torment,7,7,turmint,7,
torn,4,4,tauge,3,
tornado,7,7,tornoda,7,
torso,5,5,tarsa,5,
tortoise,8,6,turtaise,6,
torture,7,6,turtore,6,
toss,4,3,taus,3,
total,5,4,tatol,5,
totalitarian,12,12,totalotavial,12,
totality,8,8,totaniry,8,
touch,5,3,tauch,3,
touchdown,9,6,touserown,6,
touchy,6,4,tourty,5,
tough,5,3,touge,3,
tour,4,3,traf,4,
tourist,7,6,toodint,6,
tournament,10,9,tournorent,9,
tourniquet,10,8,tourdiquail,8,
towards,7,7,tamards,7,
towel,5,4,timel,5,
tower,5,4,turer,5,
town,4,3,towdge,3,
townsfolk,9,7,tawnsfalk,8,
township,8,6,tomestip,7,
townsman,8,7,tawnsmen,7,
toxic,5,6,tixic,6,
toxin,5,6,tixid,6,
toy,3,2,tey,2,
trace,5,4,trach,4,
trachea,7,6,traflea,7,
track,5,4,trang,4,
tract,5,5,trasp,5,
traction,8,7,tructive,7,
tractor,7,7,trapton,7,
trade,5,4,trame,4,
trader,6,6,trider,6,
tradesman,9,8,trudesmen,8,
tradition,9,8,tradorion,9,
traffic,7,6,triffop,6,
tragedy,7,7,tragony,7,
tragic,6,6,tralid,6,
trail,5,4,troil,4,
trailer,7,6,troiler,6,
train,5,4,trage,4,
trait,5,4,trarp,5,
traitor,7,6,troitor,6,
tram,4,4,fram,4,
tramp,5,5,troomp,5,
trance,6,5,tradge,4,
tranquil,8,8,trinquid,8,
tranquility,11,11,tranquanicy,11,
tranquillize,12,10,tranquinase,10,
tranquilly,10,9,tranquinry,10,
transact,8,8,trinsart,8,
transatlantic,13,13,transaprantid,13,
transcend,9,9,trinscand,9,
transcendent,12,12,transcinrent,11,
transcontinental,16,15,transcontoninral,16,
transcribe,10,10,trinscrobe,9,
transcript,10,11,trinscrupt,10,
transcription,13,13,transcraptoon,12,
transfer,8,8,tramsfor,8,
transference,12,11,transforarce,12,
transfiguration,15,16,transfigomation,14,
transform,9,10,tramslorm,9,
transformation,14,14,transfirgative,13,
transformer,11,12,transfarmen,11,
transfuse,9,10,tramsfase,8,
transgress,10,9,tramsgrass,9,
transistor,10,10,transuspor,10,
transit,7,7,trinsat,7,
transition,10,9,transorion,10,
translatable,12,12,translitacle,12,
translate,9,8,tramslake,8,
transparent,11,11,transpanems,11,
transpire,9,10,tramspare,8,
transplant,10,11,tramsplint,10,
transplantation,15,14,transplensative,14,
transport,9,9,tramspart,9,
transportation,14,14,transnorlative,13,
transporter,11,11,transpurten,11,
transpose,9,8,tramspase,8,
transverse,10,9,tramsvorse,9,
trap,4,4,trop,4,
trapdoor,8,7,tripdeer,7,
trapezoid,9,8,trapozaid,8,
trapezoidal,11,9,trapezampal,11,
trappings,9,7,trabbings,7,
traps,5,5,trups,5,
trash,5,4,trank,5,
trauma,6,5,truemo,5,
traumatic,9,8,traumitid,8,
travel,6,6,trovel,6,
tray,4,3,trabe,4,
treacherous,11,8,treachorius,9,
tread,5,4,trood,4,
treadmill,9,7,treakmull,7,
treason,7,6,truesin,6,
treasure,8,6,truesare,6,
treasury,8,7,treasony,7,
treat,5,4,troot,4,
treaty,6,5,truedy,5,
treble,6,6,trumle,6,
tree,4,3,treedge,4,
tremble,7,7,trettle,6,
tremendous,10,9,treminrous,9,
tremor,6,6,trumor,6,
trench,6,5,troonch,5,
trend,5,5,trond,5,
trespass,8,7,trispiss,7,
trial,5,5,truin,5,
triangle,8,8,triartle,8,
triangular,10,11,triargecar,9,
tribal,6,6,trobal,6,
tribe,5,4,trisp,5,
tribune,7,7,trubane,6,
tribute,7,7,trubate,6,
triceps,7,7,trucips,7,
trick,5,4,trook,4,
trickle,7,6,trocken,6,
trickster,9,8,trucksler,8,
tricolor,8,8,triculer,9,
tricycle,8,8,tricaclo,8,
trident,7,6,trubent,7,
tried,5,4,trooks,5,
trifle,6,6,trugle,6,
trigger,7,6,tribber,6,
trigonometry,12,12,trigonimopry,12,
trillion,8,7,triffion,7,
trim,4,4,treeth,4,
trinket,7,7,trimper,7,
trio,4,4,trua,4,
trip,4,4,trib,4,
triple,6,6,trople,6,
triplet,7,7,tropler,7,
tripod,6,6,trupid,6,
triumph,7,6,traupts,6,
triumphant,10,9,triomshant,9,
trivial,7,7,trivoad,7,
troll,5,4,trogs,5,
trolley,7,5,trobbey,5,
trombone,8,7,trimbane,7,
troop,5,4,troon,4,
trophy,6,5,trubhy,5,
tropic,6,6,trusid,6,
trouble,7,6,trouple,6,
trousers,8,7,treebers,6,
trout,5,4,troush,4,
truant,6,6,troert,6,
truck,5,4,truds,5,
truckload,9,7,trickloaf,7,
true,4,3,truh,3,
trump,5,5,trimp,5,
trumpet,7,7,trimpit,7,
trunk,5,5,tronk,5,
trust,5,5,trost,5,
trustee,7,6,tristem,7,
trustful,8,8,tristfal,8,
truth,5,4,trume,4,
try,3,3,tra,3,
tub,3,3,tur,3,
tuba,4,5,tibu,4,
tube,4,4,tusp,4,
tubing,6,6,tabint,6,
tubular,7,9,tubomer,8,
tuck,4,3,toik,3,
Tuesday,7,6,Tiesmay,5,
tug,3,3,tue,3,
tugboat,7,6,tagbait,6,
tuition,7,7,tuorion,8,
tulip,5,6,tilup,5,
tumble,6,6,tambly,6,
tumbler,7,8,tamblem,7,
tumbleweed,10,9,tumplefeed,9,
tumor,5,6,timon,5,
tuna,4,5,tanu,4,
tune,4,4,tust,4,
tuneable,8,8,tuneabro,8,
tunnel,6,4,tuffel,5,
turban,6,6,tarbin,6,
turbojet,8,8,turbujit,8,
turbulence,10,10,turborence,9,
turkey,6,5,tarkay,5,
turn,4,4,zurn,4,
turnip,6,6,tarbip,6,
turnout,7,6,tarnoat,6,
turnpike,8,7,tarnfike,7,
turquoise,9,7,tarquaise,7,
turtle,6,5,tormle,6,
tusk,4,4,tulk,4,
tutor,5,6,titar,5,
tuxedo,6,7,tuxodi,7,
tweed,5,4,theed,3,
tweet,5,4,tweef,4,
tweezers,8,7,tweemers,7,
twelfth,7,6,twength,5,
twelve,6,5,twerve,5,
twenty,6,6,twinby,6,
twice,5,4,twife,4,
twiddle,7,5,twibble,6,
twig,4,4,twib,4,
twilight,8,6,trimight,6,
twin,4,4,twim,4,
twinge,6,5,twirge,5,
twinkle,7,7,twankly,7,
twirl,5,5,twirm,5,
twist,5,5,twisk,5,
twit,4,4,twoot,4,
twitch,6,4,twikes,5,
two,3,2,twa,3,
tycoon,6,5,tycoop,5,
tyke,4,3,tysh,3,
type,4,3,zype,3,
typewriter,10,8,typewriner,8,
typhoid,7,5,typhaid,5,
typhoon,7,5,typhoot,5,
typical,7,7,typoral,7,
ugly,4,4,oglu,4,
ulcer,5,5,ulper,5,
ulterior,8,8,ultomior,8,
ultimate,8,7,ultomale,7,
ultimately,10,9,ultomazery,10,
ultimatum,9,9,ultomitir,9,
ultra,5,5,ulpra,5,
ultraconservative,17,16,ultracansorvotave,16,
umbrella,8,7,umbretta,7,
umpire,6,6,ungare,5,
unable,6,6,unabro,7,
unabridged,10,8,unoprodged,8,
unaccompanied,13,11,unacconramied,11,
unadvised,9,8,unidvased,8,
unaffected,10,9,unafficter,9,
unanimous,9,9,umelirous,9,
unanimously,11,11,unanopously,11,
unarm,5,5,unave,4,
unattached,10,7,unalluched,7,
unaware,7,6,unawade,6,
unbalanced,10,9,unbilarced,9,
unbecoming,10,9,unbacolics,10,
unbelief,8,7,unbiloof,7,
unbend,6,6,umbenk,6,
unbiased,8,7,unbuarced,8,
unbroken,8,8,unblowen,8,
uncanny,7,6,uncappy,6,
uncertain,9,7,uncentail,8,
uncircumcised,13,12,uncortumrised,12,
unclean,7,6,ulclone,6,
uncommitted,11,9,uncorminter,11,
uncommon,8,7,uncammin,7,
uncommunicative,15,14,uncommonucotave,14,
uncompromising,14,13,uncompremusing,14,
unconcern,9,9,uncomcorn,9,
unconditional,13,12,uncondorional,12,
unconquerable,13,12,unconquinotle,13,
unconstitutional,16,16,unconstiturionan,17,
uncontrollable,14,13,uncontrommatle,13,
uncork,6,6,ulcurk,6,
uncover,7,7,uncoher,7,
uncurl,6,6,ulcorl,6,
under,5,5,uldar,5,
underbrush,10,9,undorbrish,9,
undercharge,11,9,undorchurge,9,
underclassman,13,12,undarcrassmin,12,
underclothes,12,10,undorclathes,10,
undercover,10,10,undarcoral,10,
underdog,8,8,undordag,8,
underestimate,13,12,underistomale,12,
underfoot,9,8,undorfeet,8,
undergarment,12,12,undemgurnent,12,
underground,11,10,undorgrourd,10,
undergrowth,11,9,undorgrawth,10,
underhand,9,9,undorhind,9,
underhanded,11,11,undemharder,11,
underline,9,8,undorlane,8,
underneath,10,8,undorleath,8,
underpants,10,10,undorpints,10,
underpay,8,7,undorpoy,7,
underproduction,15,14,underprediclion,14,
underrate,9,8,undorrale,7,
underscore,10,9,undorscare,9,
undersea,8,7,undorsen,8,
undershirt,10,9,undorshart,9,
underside,9,8,undorsade,8,
undersized,10,9,undorsazed,9,
understand,10,10,undorstind,10,
understate,10,9,undorstale,9,
understudy,10,10,undarstaty,10,
undertake,9,8,undortale,8,
undertaker,10,10,undortacel,10,
undertone,9,8,undortane,8,
undervalue,10,10,undormalum,10,
underwater,10,10,undorbator,10,
underwear,9,8,undorweal,8,
underweight,11,8,undorheight,8,
underworld,10,10,undormorld,9,
underwrite,10,8,undorwrote,7,
undesirable,11,12,undesurotle,11,
undeviating,11,10,underioting,10,
undo,4,4,uldu,4,
undoubted,9,7,undoulten,8,
uneasy,6,5,uneaso,5,
unemployed,10,8,unenplayed,8,
unending,8,7,unindint,8,
unequivocal,11,11,unequinotle,11,
uneventful,10,10,unebentnul,10,
unexceptionable,15,14,unexcenrionamle,15,
unexpected,10,11,unedprecer,10,
unfailing,9,7,unpailing,7,
unfamiliar,10,10,unfumidian,10,
unfasten,8,7,unfantin,8,
unfit,5,5,ulfot,5,
unforgettable,13,12,unforgellatle,11,
unformed,8,7,ulfirmed,7,
unfrequented,12,12,unfroquailer,11,
unfriendly,10,9,unpriendry,9,
ungenerous,10,9,unganorlus,10,
ungodly,7,7,ungadry,7,
ungrateful,10,9,ungraletul,9,
unharness,9,8,unhanpess,8,
unicorn,7,8,unocarn,8,
unicycle,8,9,umigytle,9,
unification,11,11,uniforalion,12,
uniform,7,8,unoparm,8,
uniformity,10,11,unifarmony,11,
unify,5,6,unory,6,
unimpeachable,13,11,unimpatchomle,11,
uninhibited,11,11,uninhaboten,11,
unintentional,13,12,uninmenrional,13,
uninterested,12,11,unintaristen,12,
uninterrupted,13,12,unintarriptes,12,
union,5,6,umiol,6,
unique,6,5,ufique,5,
unison,6,7,unosoon,7,
unit,4,5,ufit,5,
unite,5,5,unate,5,
united,6,7,unoten,7,
unity,5,6,unoly,6,
universal,9,10,unavortal,10,
universe,8,8,unolerse,8,
university,10,11,univorsamy,11,
unjust,6,6,uljist,6,
unknowing,9,6,unknawint,6,
unknown,7,5,ulknawn,5,
unlawful,8,7,unlowfal,7,
unloose,7,5,umloore,5,
unmistakable,12,12,unmistikomle,12,
unmoved,7,6,ulmaved,6,
unnatural,9,9,unnitoran,9,
unnecessarily,13,12,unnecissurony,12,
unnerve,7,6,ullerve,6,
unoccupied,10,9,unoscehood,8,
unpopularity,12,13,unpopoleropy,12,
unprecedented,13,13,unprecodinten,13,
unpredictable,13,13,unpredactomle,13,
unprofessional,14,12,unprofellionel,13,
unprofitable,12,12,unprofetomle,12,
unravel,7,7,unroven,7,
unreal,6,6,ungeal,6,
unrest,6,6,ulrist,6,
unrestrained,12,10,unrostringed,10,
unruly,6,6,unromy,6,
unscientific,12,11,unsciertinid,10,
unscramble,10,10,unscrimdle,10,
unseat,6,5,ulsoat,5,
unshaped,8,6,ulshoped,6,
unsophisticated,15,14,unsophustociten,14,
unstable,8,8,unstuple,8,
unsuitable,10,9,unsateacle,9,
untie,5,4,ulton,5,
until,5,5,urtol,5,
untimely,8,7,untamery,7,
untold,6,6,ultald,6,
unusual,7,8,unosoan,7,
unvarnished,11,9,unvurnashed,9,
unworthy,8,7,unwarphy,7,
unwritten,9,6,unwriffen,7,
upbeat,6,5,ulbeak,5,
upbringing,10,8,upfringing,8,
upcoming,8,7,upcaming,7,
update,6,5,uldare,5,
upgrade,7,6,ulgrate,6,
upheaval,8,7,upheadan,7,
uphill,6,5,unhull,5,
uphold,6,6,unhald,6,
upholster,9,9,uphonpler,9,
upland,6,6,unlank,6,
uplift,6,6,unlaft,6,
upmost,6,6,ulmist,6,
upon,4,4,ulen,4,
upper,5,4,uller,4,
upperclassman,13,11,uppencrassmal,11,
uppercut,8,7,upparcat,7,
uppermost,9,8,upparmist,8,
upraise,7,5,unraide,5,
upright,7,5,ulfight,5,
uprising,8,7,uprosing,7,
uproar,6,5,unroaf,5,
uproot,6,5,unreet,5,
upset,5,5,ulsit,5,
upshot,6,5,ulshut,5,
upside,6,5,ulsade,5,
upstage,7,6,unspage,6,
upstairs,8,7,unstaurs,6,
upstanding,10,9,upstinding,9,
upstate,7,6,ulstake,6,
upstream,8,7,unspream,7,
upswing,7,6,unsping,6,
uptown,6,5,untawn,5,
upward,6,6,unpard,6,
uranium,7,8,urovian,8,
urban,5,5,ulbin,5,
urbanization,12,11,urbanomarion,12,
urbanize,8,7,urbinase,7,
urge,4,3,urse,3,
urgent,6,6,ulgint,6,
urinal,6,6,urugal,7,
urinary,7,8,uranily,8,
urination,9,9,uranutive,10,
urine,5,5,urane,5,
usable,6,7,usabro,7,
usage,5,5,urade,5,
use,3,3,yosh,3,
useful,6,6,ushfal,6,
useless,7,6,yoshness,6,
usher,5,4,osher,4,
usual,5,6,useal,6,
utensil,7,8,utonsal,8,
uterus,6,7,utoris,7,
utilitarian,11,12,utilotalien,12,
utility,7,8,utiricy,8,
utilization,11,11,utilomarion,12,
utilize,7,6,utolaze,7,
utmost,6,6,ulpost,6,
utopia,6,7,utumio,7,
utter,5,4,uzzer,4,
vacancy,7,7,vaconry,7,
vacant,6,6,vocane,5,
vacate,6,5,vocare,5,
vacation,8,7,vacurion,8,
vaccinate,9,8,vaccumate,8,
vaccine,7,6,vammine,5,
vacuum,6,7,vacoim,5,
vagina,6,6,vagano,6,
vague,5,3,verg,4,
vain,4,3,voin,3,
valedictorian,13,13,valedintumian,13,
valedictory,11,11,valedintumy,11,
valentine,9,8,valertane,8,
valet,5,4,voler,5,
valid,5,5,volin,5,
validate,8,7,valodale,7,
validation,10,9,validotive,9,
validity,8,8,valisidy,8,
valley,6,4,vappey,4,
valuable,8,9,valoamle,8,
value,5,5,voloe,4,
valve,5,4,velve,4,
vampire,7,7,vimpare,6,
van,3,3,vap,3,
vandal,6,5,vonpal,6,
vanilla,7,6,vanimma,6,
vanish,6,5,vonise,5,
vanity,6,6,vanory,6,
vantage,7,6,vontare,6,
vapor,5,5,vopar,5,
vaporization,12,11,vaporomarion,12,
vaporize,8,7,vaponaze,7,
vaporous,8,7,vaponous,7,
variability,11,11,variobalomy,11,
variable,8,8,varoamle,7,
variableness,12,11,variapleress,11,
variance,8,7,varoarce,7,
variation,9,8,varoative,8,
varied,6,5,voried,5,
variety,7,7,vamiory,7,
various,7,6,varuoes,6,
varnish,7,6,vormish,6,
vary,4,4,vury,4,
vascular,8,9,vascolor,8,
vase,4,3,vose,3,
vast,4,4,vost,4,
Vatican,7,7,Vatolan,7,
vault,5,4,vawps,4,
vegetable,9,9,vegobatle,8,
vegetarian,10,10,vegetaliar,9,
vegetation,10,9,vegecative,9,
vehicle,7,6,vehorle,7,
veil,4,3,vish,3,
velocity,8,8,veleciry,8,
velvet,6,6,vilvot,6,
vendor,6,6,vindon,6,
vengeful,8,7,vergetul,7,
venom,5,5,vinim,5,
venomous,8,7,venimius,8,
vent,4,4,vech,3,
ventilate,9,8,ventolale,8,
ventilation,11,10,ventulotive,11,
ventricle,9,9,ventromle,9,
ventriloquism,13,14,ventrolaqaism,13,
venture,7,6,vintude,7,
verb,4,4,verf,4,
verbal,6,6,vorpal,6,
verbalization,13,12,verbalomarion,13,
verbalize,9,8,vermalase,8,
verdict,7,7,vorduct,7,
verge,5,4,varge,4,
verification,12,11,verifomalion,12,
verify,6,6,verory,6,
versatile,9,7,versotale,8,
versatility,11,11,versatolory,11,
verse,5,4,vorse,4,
version,7,6,vorsoon,6,
versus,6,6,vorsis,6,
vertebra,8,8,verbotra,8,
vertebrate,10,9,verbetrate,9,
vertex,6,7,vormix,7,
vertical,8,8,vertoral,8,
vertices,8,8,vertores,8,
very,4,4,vory,4,
vessel,6,5,veppel,5,
vest,4,4,voost,4,
vet,3,3,vot,3,
veteran,7,6,vetorun,7,
veterinarian,12,11,veteromarien,12,
veterinary,10,10,veteromany,10,
vibrant,7,7,vabrunt,7,
vibrate,7,6,vabrake,6,
vibration,9,8,vibrorion,9,
vicarious,9,8,vicapious,8,
vice,4,3,vaith,3,
vicinity,8,8,viciridy,8,
vicious,7,5,vashees,5,
victim,6,6,viplum,6,
victimize,9,8,victomaze,8,
victimizer,10,10,victemazor,10,
victor,6,6,vipton,6,
victoria,8,8,victumio,8,
victorious,10,9,victupious,9,
victory,7,7,victumy,8,
video,5,5,vidia,5,
Vietnamese,10,9,viernalede,8,
view,4,3,vien,4,
viewpoint,9,7,vienpaint,8,
vigor,5,5,vogar,5,
Viking,6,5,voping,5,
vile,4,3,vauk,3,
villa,5,4,vippa,4,
village,7,5,vippage,5,
villain,7,5,vippain,5,
vine,4,3,vone,3,
vinegar,7,7,vinotar,7,
vineyard,8,7,voneyord,7,
vintage,7,6,vontade,6,
vinyl,5,4,vonol,5,
violate,7,6,vialake,6,
violation,9,8,vialurion,10,
violence,8,7,vialerce,7,
violent,7,7,vialort,8,
violet,6,6,viamet,6,
violin,6,6,viarin,6,
violist,7,7,viamist,7,
virgin,6,6,vorgan,6,
virginity,9,9,virganicy,9,
virtual,7,7,virteal,7,
virtue,6,5,vortae,5,
virtuous,8,7,virtaeos,7,
virus,5,5,voris,5,
visa,4,4,voma,4,
viscous,7,6,voscour,6,
visibility,10,10,visiobalomy,11,
visible,7,7,visople,7,
vision,6,5,vasoon,5,
visit,5,5,vosut,5,
visitation,10,9,visinative,9,
visitor,7,7,visotar,7,
visor,5,5,vosar,5,
visual,6,6,visoen,6,
visualization,13,12,visuanomalion,14,
visualize,9,8,visoaraze,8,
vital,5,4,vorle,5,
vitality,8,8,vitolicy,8,
vitalize,8,6,vitolaze,7,
vitals,6,6,vozals,6,
vitamin,7,7,vituman,7,
vivacious,9,7,vivopious,8,
vivid,5,5,vovin,5,
vocabulary,10,11,vocabolany,10,
vocal,5,5,vibal,5,
vocalist,8,8,vocamise,7,
vocalize,8,7,vocamaze,7,
vocation,8,7,vocorion,8,
vodka,5,5,vidpa,5,
vogue,5,3,voint,4,
voice,5,3,vorne,4,
voiced,6,4,vorced,5,
void,4,3,voit,3,
volatile,8,6,volotale,7,
volcanic,8,8,volconin,8,
volcano,7,7,volcona,7,
volley,6,4,vorrey,4,
volt,4,4,vort,4,
volume,6,6,vilude,6,
voluntarily,11,11,voluntamoly,11,
voluntary,9,9,volintasy,9,
volunteer,9,8,volanteen,8,
vomit,5,5,vimid,5,
voodoo,6,4,veedee,4,
vote,4,3,vomp,4,
vowel,5,4,vimet,5,
voyage,6,4,vayade,4,
vulgar,6,6,volbar,6,
vulgarity,9,9,vulginiry,9,
vulnerability,13,12,vulnerobalory,13,
vulnerable,10,10,vulnoracle,10,
vulnerably,10,10,vulterofly,10,
vulture,7,6,voltude,7,
wacky,5,4,wooky,4,
wad,3,3,zaf,3,
waddle,6,4,wapple,5,
wade,4,3,wame,3,
wafer,5,5,wofar,5,
waffle,6,5,wannle,5,
wag,3,3,wemth,4,
wage,4,3,wabe,3,
waggle,6,5,wammle,5,
wagon,5,5,wamon,5,
waist,5,4,woost,4,
waistband,9,8,woistbind,8,
waistcoat,9,7,woistcort,8,
waistline,9,7,woistlane,7,
wait,4,3,woidge,3,
waitress,8,6,waistess,6,
waive,5,3,woove,3,
waiver,6,5,woivel,5,
wake,4,3,wape,3,
waken,5,5,wikel,5,
walk,4,3,zalk,3,
wall,4,3,woin,3,
wallet,6,5,wappet,5,
wallflower,10,8,wallflawen,8,
wallpaper,9,8,wallpopar,7,
walnut,6,6,wilnit,6,
walrus,6,6,wilris,6,
waltz,5,5,wonks,5,
wand,4,4,wamp,4,
wander,6,6,windar,6,
want,4,4,wang,3,
wanton,6,6,wintan,6,
war,3,3,wong,3,
warden,6,5,werlen,6,
wardrobe,8,7,wordrabe,7,
ware,4,3,wielve,5,
warfare,7,6,wanfure,6,
warlord,7,7,wanlard,7,
warm,4,4,wern,4,
warmhearted,11,10,warmhearled,10,
warmth,6,5,woimed,4,
warn,4,4,walt,4,
warp,4,4,woth,3,
warpath,7,6,wanpith,6,
warrant,7,6,wappant,6,
warranty,8,7,warronmy,7,
warrior,7,6,warroer,6,
warship,7,6,wanshop,6,
wartime,7,6,wantame,6,
wash,4,3,wams,4,
washbasin,9,8,washbisun,8,
washer,6,5,woshen,5,
washhouse,9,6,wishmouse,6,
washout,7,5,wishoul,5,
washy,5,4,wudgy,4,
wasp,4,4,warl,4,
wastepaper,10,9,wastepopar,9,
watch,5,3,wapes,4,
water,5,5,wotar,5,
watercolor,10,10,watelciler,10,
waterline,9,8,waperlane,7,
watermelon,10,10,wapermiton,9,
waterpower,10,9,waperlower,8,
waterproof,10,9,wapertroof,8,
waterspout,10,9,wapertrout,8,
watertight,10,8,waperfight,7,
waterway,8,7,wapermay,6,
watery,6,6,walery,6,
watt,4,3,weth,3,
wavy,4,4,wevy,4,
wax,3,4,wah,2,
way,3,2,woy,2,
wealth,6,4,weldge,4,
weapon,6,5,weadon,5,
wearable,8,7,wearabro,7,
wearer,6,5,weaden,5,
weary,5,4,woamy,4,
weather,7,5,wearten,6,
weathering,10,7,weathorint,8,
weatherman,10,8,weathorran,7,
weatherproof,12,9,weathorfloof,9,
weave,5,3,weant,4,
web,3,3,waidge,3,
wed,3,3,zed,3,
wedding,7,5,wemming,5,
wedge,5,3,jedge,3,
Wednesday,9,6,Windsmay,6,
weed,4,3,woid,3,
week,4,3,zeek,3,
weep,4,3,wooth,3,
weird,5,4,weige,4,
welcome,7,6,wilcame,6,
welfare,7,6,wilfade,6,
well,4,3,wodge,3,
wench,5,4,werge,4,
went,4,4,wemp,4,
wept,4,4,woit,3,
werewolf,8,7,wenewalf,7,
west,4,4,wost,4,
western,7,7,werterd,7,
wet,3,3,zet,3,
whack,5,4,whuck,3,
whale,5,4,whamp,4,
wharf,5,5,whoodge,3,
whatever,8,8,whatoven,7,
whatnot,7,7,whotnit,6,
whatsoever,10,10,whatsieror,9,
wheat,5,4,whaut,3,
wheel,5,4,whoal,3,
wheelbarrow,11,8,wheelnarrog,8,
wheeze,6,4,wieze,4,
which,5,4,whirt,4,
whichsoever,11,10,whichsieror,9,
whiff,5,4,whime,3,
whim,4,4,wauf,3,
whimper,7,7,whumber,6,
whip,4,4,whuz,3,
whiplash,8,7,whoplase,6,
whirl,5,5,whirb,4,
whirlpool,9,8,whorlpoon,7,
whisk,5,5,whilk,4,
whisker,7,7,whusken,6,
whiskey,7,6,whoospy,5,
whisper,7,7,whusber,6,
whistle,7,6,whusple,6,
white,5,4,zike,3,
whitefish,9,7,whotefush,6,
whiteness,9,6,whoteless,6,
whoever,7,6,whooven,6,
wholesale,9,6,whalesade,6,
wholesome,9,6,whalesame,6,
whom,4,3,whog,3,
whomever,8,7,whomoven,7,
whomsoever,10,9,whomsieror,9,
whopper,7,6,whodder,5,
whore,5,3,whorsh,4,
whose,5,3,whote,3,
whosoever,9,8,whosieror,8,
wick,4,3,wiek,4,
wicked,6,5,wocken,5,
wide,4,3,woing,3,
widen,5,4,wodel,5,
widespread,10,8,wadespreal,9,
widow,5,4,wadow,4,
widower,7,6,widonel,7,
width,5,4,widst,5,
wiener,6,5,waimer,5,
wife,4,3,waish,3,
wifehood,8,6,wafenood,6,
wig,3,3,woong,3,
wiggle,6,5,wipple,5,
wild,4,4,zild,4,
wildcat,7,7,woldcut,7,
wilderness,10,9,wildorless,9,
wildfire,8,8,woldfare,7,
willing,7,5,wolling,5,
willow,6,4,wippow,4,
willpower,9,7,willpawen,8,
win,3,3,wib,3,
wince,5,4,winge,4,
wind,4,4,wike,3,
windbag,7,7,winebig,6,
windfall,8,7,winefull,6,
winding,7,6,winping,6,
windmill,8,7,winemull,6,
window,6,5,wandaw,5,
windpipe,8,7,winepope,6,
windshield,10,8,winestield,8,
windy,5,5,wondy,5,
wine,4,3,weern,4,
winegrower,10,8,winegrawen,8,
wing,4,3,wist,4,
winged,6,4,wibbed,4,
wingspan,8,7,windspin,8,
wink,4,4,wownk,4,
winter,6,6,wonper,6,
wipe,4,3,wiss,3,
wire,4,4,wibs,4,
wiring,6,6,wizing,5,
wisdom,6,6,wasdim,6,
wise,4,3,jise,3,
wish,4,3,woish,3,
wit,3,3,woich,3,
witchery,8,6,witcheny,6,
withdraw,8,6,wothdrew,6,
wither,6,5,wothen,5,
withhold,8,7,wuthhord,7,
within,6,5,wuthid,5,
withstand,9,8,wuthstind,8,
witless,7,6,wotness,6,
witness,7,6,wotpess,6,
witty,5,4,wizzy,4,
wives,5,4,woodge,3,
wizard,6,6,wozarn,6,
wobble,6,5,worrle,5,
woe,3,2,wosh,3,
woke,4,3,wauk,3,
wolf,4,4,wooch,3,
wolves,6,5,jolves,5,
woman,5,5,wogan,5,
womankind,9,9,wominlind,9,
womb,4,3,woimb,3,
women,5,5,wogen,5,
wonder,6,6,winden,6,
wonderful,9,9,wondortul,9,
wondrous,8,7,windraus,7,
wood,4,3,wook,3,
woodchopper,11,8,woodchodder,8,
wooden,6,4,weeber,5,
woodland,8,7,wooblane,6,
woodpecker,10,8,woodpicken,8,
woods,5,4,woadge,3,
woodwind,8,7,woobwine,6,
woof,4,3,woog,3,
wool,4,3,woob,3,
woozy,5,4,wooxy,5,
word,4,4,woig,3,
wordplay,8,7,wardploy,7,
work,4,4,woil,3,
workbag,7,7,wardbig,7,
working,7,6,worging,6,
workman,7,7,wolkmun,7,
workout,7,6,wolkert,6,
world,5,5,worlth,5,
worldly,7,7,warldly,7,
worldwide,9,8,warldwade,8,
worm,4,4,wosk,4,
worrisome,9,7,worrosame,7,
worry,5,4,wotty,4,
worse,5,4,worge,4,
worsen,6,6,worten,6,
worship,7,6,warshop,6,
worst,5,5,zerst,5,
worth,5,4,werch,4,
worthwhile,10,8,warthwhale,7,
worthy,6,5,warphy,5,
wound,5,4,wouse,3,
woven,5,5,wavin,5,
wrath,5,3,wroith,3,
wreck,5,3,wrauth,3,
wrench,6,4,smench,5,
